SITE_NAME,DATE_MIDPOINT,NUM_DAYS,MEAN_NEE_30MIN,MEAN_NEE_DAILY_SUM,SUM_NEE,CUM_NEE,CRTFCN_CODE,REVISION_DATE
'NSA-OBS-FLXTR',15-Aug-98,4,0.0739,3.5458,14.1832,-554.6332,'CPI',26-Oct-99
'NSA-OBS-FLXTR',19-Aug-98,4,-0.1713,-8.2238,-32.8952,-587.5284,'CPI',26-Oct-99
'NSA-OBS-FLXTR',23-Aug-98,4,0.017,0.8146,3.2584,-584.27,'CPI',26-Oct-99
'NSA-OBS-FLXTR',27-Aug-98,5,0.0403,1.932,9.66,-574.61,'CPI',26-Oct-99
'NSA-OBS-FLXTR',2-Sep-98,7,-0.0679,-3.2576,-22.8032,-597.4132,'CPI',26-Oct-99
'NSA-OBS-FLXTR',8-Sep-98,4,-0.238,-11.4218,-45.6872,-643.1004,'CPI',26-Oct-99
'NSA-OBS-FLXTR',12-Sep-98,5,0.0254,1.2179,6.0895,-637.0109,'CPI',26-Oct-99
'NSA-OBS-FLXTR',18-Sep-98,7,-0.2142,-10.2793,-71.9551,-708.966,'CPI',26-Oct-99
'NSA-OBS-FLXTR',24-Sep-98,4,-0.0331,-1.5908,-6.3632,-715.3292,'CPI',26-Oct-99
'NSA-OBS-FLXTR',28-Sep-98,4,-0.0045,-0.2149,-0.8596,-716.1888,'CPI',26-Oct-99
'NSA-OBS-FLXTR',2-Oct-98,4,0.0606,2.9078,11.6312,-704.5576,'CPI',26-Oct-99
'NSA-OBS-FLXTR',6-Oct-98,4,0.0447,2.1444,8.5776,-695.98,'CPI',26-Oct-99
'NSA-OBS-FLXTR',10-Oct-98,4,0.1232,5.9119,23.6476,-672.3324,'CPI',26-Oct-99
'NSA-OBS-FLXTR',14-Oct-98,5,0.0911,4.375,21.875,-650.4574,'CPI',26-Oct-99
'NSA-OBS-FLXTR',19-Oct-98,4,0.0467,2.2397,8.9588,-641.4986,'CPI',26-Oct-99
'NSA-OBS-FLXTR',23-Oct-98,4,0.1126,5.404,21.616,-619.8826,'CPI',26-Oct-99
'NSA-OBS-FLXTR',27-Oct-98,5,0.1377,6.6113,33.0565,-586.8261,'CPI',26-Oct-99
'NSA-OBS-FLXTR',1-Nov-98,4,0.1598,7.6719,30.6876,-556.1385,'CPI',26-Oct-99
'NSA-OBS-FLXTR',5-Nov-98,5,0.0945,4.5369,22.6845,-533.454,'CPI',26-Oct-99
'NSA-OBS-FLXTR',10-Nov-98,4,0.114,5.4719,21.8876,-511.5664,'CPI',26-Oct-99
'NSA-OBS-FLXTR',14-Nov-98,4,0.0845,4.0546,16.2184,-495.348,'CPI',26-Oct-99
'NSA-OBS-FLXTR',18-Nov-98,5,0.0806,3.8679,19.3395,-476.0085,'CPI',26-Oct-99
'NSA-OBS-FLXTR',23-Nov-98,4,0.1035,4.9676,19.8704,-456.1381,'CPI',26-Oct-99
'NSA-OBS-FLXTR',27-Nov-98,5,0.0735,3.5264,17.632,-438.5061,'CPI',26-Oct-99
'NSA-OBS-FLXTR',3-Dec-98,7,0.0871,4.1788,29.2516,-409.2545,'CPI',26-Oct-99
