SITE_NAME,DATE_OBS,TIME_OBS,RESPIRATION,NEE,GEE,CRTFCN_CODE,REVISION_DATE
'NSA-OBS-FLXTR',7-Aug-94,2300,3.8,-5.541,-9.341,'CPI',21-Oct-99
'NSA-OBS-FLXTR',7-Aug-94,2330,3.78,-3.115,-6.895,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,0,3.819,-3.053,-6.872,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,30,3.751,-0.721,-4.472,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,100,3.79,-0.808,-4.597,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,130,3.722,0.349,-3.373,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,200,3.656,2.47,-1.186,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,230,3.618,3.618,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,300,3.49,3.49,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,330,3.374,3.374,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,400,3.418,3.418,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,430,3.392,3.392,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,500,3,3,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,530,3.024,3.024,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,600,2.868,2.868,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,630,2.868,2.868,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,700,2.801,2.801,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,730,2.662,2.662,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,800,2.536,2.536,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,830,2.543,2.543,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,900,2.662,2.662,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,930,2.482,2.482,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1000,2.429,2.429,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1030,2.357,3.221,0.864,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1100,2.338,6.268,3.93,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1130,2.331,1.615,-0.716,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1200,2.403,-2.282,-4.684,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1230,2.578,-3.175,-5.753,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1300,2.823,-0.892,-3.715,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1330,3.04,-2.36,-5.4,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1400,3.383,-3.052,-6.435,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1430,3.761,-6.145,-9.906,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1500,3.979,-6.207,-10.186,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1530,4.124,-8.022,-12.146,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1600,4.177,-4.577,-8.753,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1630,4.339,-8.827,-13.166,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1700,4.406,-9.226,-13.632,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1730,4.395,-9.607,-14.001,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1800,4.659,-11.95,-16.609,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1830,4.827,-10.181,-15.008,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1900,4.926,-6.756,-11.681,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,1930,5.116,-9.339,-14.455,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2000,5.208,-6.191,-11.399,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2030,5.355,-7.242,-12.597,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2100,5.382,-6.368,-11.749,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2130,5.314,-6.094,-11.408,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2200,5.478,-4.642,-10.12,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2230,5.52,-4.01,-9.53,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2300,5.506,-2.887,-8.392,'CPI',21-Oct-99
'NSA-OBS-FLXTR',8-Aug-94,2330,5.576,-3.365,-8.94,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,0,5.52,-2.439,-7.958,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,30,5.492,-1.643,-7.135,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,100,5.314,0.34,-4.974,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,130,5.208,1.59,-3.618,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,200,5.142,1.79,-3.352,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,230,5.04,5.04,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,300,4.778,4.778,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,330,4.451,4.451,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,400,4.177,4.177,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,430,6.135,6.135,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,500,5.053,5.053,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,530,4.275,4.275,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,600,6.455,6.455,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,630,5.545,5.545,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,700,4.738,4.738,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,730,5.115,5.115,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,800,5.15,5.15,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,830,4.345,4.345,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,900,3.783,3.783,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,930,3.945,3.945,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1000,5.785,5.785,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1030,5.449,5.449,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1100,2.838,2.291,-0.547,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1130,2.846,0.708,-2.138,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1200,2.891,-0.936,-3.827,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1230,3,-2.92,-5.92,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1300,3.237,-4.679,-7.916,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1330,3.554,-7.592,-11.146,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1400,3.868,-6.624,-10.492,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1430,4.35,-6.714,-11.064,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1500,4.852,-11.295,-16.147,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1530,5.195,-9.31,-14.505,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1600,5.287,-3.57,-8.857,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1630,5.168,-2.374,-7.543,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1700,5.464,-9.428,-14.892,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1730,6.263,-9.467,-15.73,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1800,6.932,-6.473,-13.404,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1830,7.056,-6.712,-13.768,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1900,7.11,-4.893,-12.002,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,1930,7.201,-6.173,-13.374,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2000,7.128,-2.416,-9.544,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2030,5.924,0.444,-5.48,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2100,6.015,-0.608,-6.623,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2130,5.533,-0.354,-5.888,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2200,5.409,-5.196,-10.605,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2230,5.104,-2.073,-7.176,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2300,4.989,-2.468,-7.456,'CPI',21-Oct-99
'NSA-OBS-FLXTR',9-Aug-94,2330,5.014,-0.951,-5.965,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,0,4.976,-0.623,-5.598,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,30,4.976,-1.312,-6.288,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,100,4.964,0.387,-4.576,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,130,4.888,0.82,-4.068,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,200,4.778,0.525,-4.254,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,230,4.694,4.694,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,300,4.6,4.6,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,330,4.462,4.462,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,400,3.898,3.898,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,430,3.77,3.77,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,500,3.572,3.572,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,530,3.454,3.454,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,600,3.166,3.166,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,630,2.846,2.846,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,700,2.786,2.786,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,730,2.771,2.771,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,800,2.779,2.779,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,830,2.831,2.831,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,900,2.876,2.876,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,930,2.868,2.868,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1000,2.842,2.842,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1030,2.914,2.914,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1100,2.779,1.983,-0.795,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1130,2.705,0.109,-2.596,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1200,2.838,-0.751,-3.59,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1230,2.801,0.986,-1.815,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1300,2.816,-4.069,-6.884,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1330,3.112,-3.026,-6.138,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1400,3.618,-5.663,-9.281,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1430,-999,-999,-999,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1500,-999,-999,-999,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1530,4.519,-5.952,-10.471,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1600,4.742,-6.137,-10.879,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1630,4.839,-6.19,-11.029,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1700,4.964,-6.308,-11.271,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1730,5.129,-6.033,-11.162,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1800,5.261,-6.38,-11.641,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1830,5.409,-6.016,-11.425,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1900,5.52,-5.81,-11.33,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,1930,5.661,-5.227,-10.888,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2000,5.747,-4.713,-10.461,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2030,5.985,-5.285,-11.269,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2100,6.107,-5.081,-11.188,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2130,6.138,-4.729,-10.866,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2200,6.216,-4.436,-10.652,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2230,6.2,-3.62,-9.82,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2300,6.295,-1.458,-7.753,'CPI',21-Oct-99
'NSA-OBS-FLXTR',10-Aug-94,2330,6.107,-0.112,-6.218,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,0,6.138,-1.195,-7.333,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,30,6.216,0.039,-6.177,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,100,6.107,1.49,-4.617,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,130,5.985,3.392,-2.593,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,200,5.865,4.633,-1.232,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,230,5.646,5.646,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,300,5.492,5.492,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,330,5.04,5.04,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,400,4.791,4.791,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,430,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,500,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,530,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,600,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,630,4.134,4.134,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,700,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,730,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,800,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,830,3.732,3.732,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,900,3.703,3.703,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,930,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1000,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1030,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1100,3.665,2.783,-0.882,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1130,3.646,1.932,-1.714,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1200,3.517,0.287,-3.231,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1230,3.383,-2.794,-6.177,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1300,3.703,-2.352,-6.055,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1330,3.809,-4.611,-8.42,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1400,4.565,-5.037,-9.603,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1430,5.065,-4.879,-9.944,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1500,5.576,-4.66,-10.236,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1530,5.835,-4.695,-10.53,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1600,5.91,-3.218,-9.127,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1630,5.314,-1.608,-6.922,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1700,5.261,-3.175,-8.436,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1730,5.924,-4.886,-10.81,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1800,6.408,-4.481,-10.889,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1830,6.555,-2.233,-8.788,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1900,6.673,-2.821,-9.493,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,1930,6.589,-1.038,-7.627,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2000,6.138,2.64,-3.498,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2030,4.647,1.918,-2.73,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2100,4.462,2.378,-2.084,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2130,4.295,1.048,-3.247,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2200,4.273,2.209,-2.064,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2230,4.306,2.634,-1.672,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2300,4.317,-2.487,-6.804,'CPI',21-Oct-99
'NSA-OBS-FLXTR',11-Aug-94,2330,4.635,-4.218,-8.854,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,0,4.803,-2.811,-7.614,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,30,4.803,-1.42,-6.223,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,100,4.659,1.371,-3.288,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,130,4.406,2.755,-1.651,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,200,4.262,3.238,-1.024,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,230,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,300,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,330,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,400,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,430,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,500,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,530,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,600,3.908,3.908,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,630,3.928,3.928,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,700,3.809,3.809,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,730,3.741,3.741,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,800,3.646,3.646,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,830,3.637,3.637,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,900,3.581,3.581,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,930,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1000,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1030,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1100,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1130,2.536,1.678,-0.858,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1200,2.455,1.338,-1.117,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1230,2.37,0.849,-1.521,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1300,2.344,-0.184,-2.528,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1330,2.344,-0.744,-3.088,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1400,2.357,-1.029,-3.386,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1430,2.409,-2.544,-4.953,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1500,2.449,-2.969,-5.418,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1530,2.516,-3.141,-5.657,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1600,2.523,-3.436,-5.959,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1630,2.489,-3.352,-5.841,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1700,2.53,-3.164,-5.694,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1730,2.502,-4.008,-6.511,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1800,2.55,-2.74,-5.29,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1830,2.523,-2.834,-5.357,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1900,2.53,-3.169,-5.699,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,1930,2.543,-2.923,-5.467,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2000,2.55,-3.58,-6.131,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2030,2.53,-3.065,-5.595,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2100,2.571,-3.285,-5.856,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2130,2.55,-3.409,-5.959,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2200,2.564,-2.359,-4.923,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2230,2.351,-1.824,-4.174,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2300,2.319,-0.447,-2.765,'CPI',21-Oct-99
'NSA-OBS-FLXTR',12-Aug-94,2330,2.3,0.136,-2.164,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,0,2.331,-0.084,-2.415,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,30,2.422,-1.546,-3.968,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,100,2.482,-1.255,-3.738,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,130,2.516,1.105,-1.411,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,200,2.53,1.624,-0.906,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,230,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,300,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,330,2.435,2.435,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,400,2.312,2.312,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,430,2.237,2.237,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,500,2.206,2.206,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,530,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,600,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,630,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,700,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,730,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,800,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,830,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,900,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,930,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1000,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1030,-999,-999,0,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1100,2.449,1.425,-1.024,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1130,2.449,1.015,-1.433,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1200,2.482,0.726,-1.756,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1230,2.409,-0.339,-2.748,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1300,2.55,-5.449,-7.999,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1330,2.592,-3.65,-6.241,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1400,2.756,-6.749,-9.505,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1430,2.93,-7.468,-10.398,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1500,3.178,-7.304,-10.482,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1530,3.22,-6.485,-9.705,'CPI',21-Oct-99
'NSA-OBS-FLXTR',13-Aug-94,1600,3.203,-4.642,-7.845,'CPI',21-Oct-99
