"SITE_NAME,SUB_SITE,DATE_OBS,TIME_OBS,CO2_FLUX,CH4_FLUX,COVER_TYPE,SOIL_TEMP_1CM,SOIL_TEMP_5CM,SOIL_TEMP_10CM,SOIL_TEMP_20CM,COLLAR_ID,CO2_CONC,CO2_CONC_2,CH4_CONC,CH4_CONC_2,CRTFCN_CODE,REVISION_DATE"
"'NSA-BVP-FLXTR','TGB01-FLX01',08-JUL-1994,2052,2.91666667,0.0,'Sphagnum Moss',,25.6,11.6,6.9,'M-BP-ms-24',,,,,'CPI',13-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',08-JUL-1994,2052,-888.0,0.0,'Sphagnum Moss',,25.6,11.6,6.9,'M-BP-ms-23',,,,,'CPI',13-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',08-JUL-1994,2107,2.66203704,-.0023611,'Lichen',,19.5,6.7,1.1,'M-BP-ul-17',,,,,'CPI',13-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',08-JUL-1994,2107,-999.0,-999.0,'Lichen',,19.5,6.7,1.1,'M-BP-ul-18',,,,,'CPI',13-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',08-JUL-1994,2107,4.17824074,0.0,'Lichen',,19.5,6.7,1.1,'M-BP-ul-19',,,,,'CPI',13-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',08-JUL-1994,2107,2.89351852,-.0029398,'Lichen',,19.5,6.7,1.1,'M-BP-ul-20',,,,,'CPI',13-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,1.13657407,-.0016782,'Lichen',,11.1,6.8,2.1,'M-BP-ul-19',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,1.85185185,-.0030556,'Sphagnum Moss',,9.7,11.3,99.7,'M-BP-ms-22',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,1.99074074,-888.0,'Mire',,12.8,9.9,6.6,'M-BP-mc-27',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,1.34259259,.01986111,'Mire',,12.8,9.9,6.6,'M-BP-mc-28',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,1.53935185,.03819444,'Pond',,17.7,16.8,10.8,'M-BP-p-30',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,.78703704,.04710648,'Pond',,17.7,16.8,10.8,'M-BP-p-29',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,3.19444444,.00248843,'Sphagnum Moss',,9.7,11.3,99.7,'M-BP-ms-21',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,0,.75,-.0006204,'Lichen',,11.1,6.8,2.1,'M-BP-ul-20',,,,,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,307,1.26157407,.00051042,'Lichen',,13.0,8.9,2.6,'M-BP-ul-19',367.0,364.0,2.08,2.076,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,307,1.2962963,.03796296,'Pond',,21.4,18.1,11.3,'M-BP-p-30',401.6,383.1,2.199,2.18,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,307,.44212963,.04189815,'Pond',,21.4,18.1,11.3,'M-BP-p-29',401.6,383.1,2.199,2.18,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,307,.8599537,.01446759,'Mire',,14.2,10.6,7.5,'M-BP-mc-28',363.5,373.3,2.084,2.066,'CPI',14-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-FLX01',09-JUL-1994,307,.86574074,-888.0,'Mire',,14.2,10.6,7.5,'M-BP-mc-27',363.5,373.3,2.084,2.066,'CPI',14-JAN-1997"
