"SITE_NAME,SUB_SITE,DATE_OBS,CH4_CONC,CO2_CONC,SOIL_DEPTH,COVER_TYPE,PROFILE_NUM,CRTFCN_CODE,REVISION_DATE"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,6.946,,50.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,13.89,,100.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,666.5,,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,1.756,,50.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,150.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,250.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,274.8,,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,0.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,1.691,,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,1.825,,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,2.198,,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,2.002,,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,199.0,,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,555.6,,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,76.4,,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,-999.0,,200.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,1.872,,100.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,1.933,,0.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',19-MAY-1994,409.8,,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,1.88,,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,1.922,,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,1.574,,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,39.81,,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,200.8,,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,1476.0,,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,18.46,,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,11.67,,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,1.678,,0.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,250.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,200.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,150.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,1.911,,100.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,2.131,,50.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,1.686,,0.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,50.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,100.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',26-MAY-1994,-999.0,,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.999,,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.056,,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,2.172,,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.758,,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,2.354,,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,-999.0,,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,2490.0,,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,12.95,,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,-999.0,,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,-999.0,,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.573,,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,12.44,,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.978,,0.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,34.31,,250.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,45.92,,200.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.971,,150.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.959,,100.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,1.959,,50.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,2.2,,0.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,27439.0,,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,-999.0,,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,-999.0,,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,3328.0,,100.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',31-MAY-1994,-999.0,,50.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,2.267,339.6,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,48.23,3333.0,50.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,3882.0,15610.0,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,1.766,1130.0,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,2.074,1097.0,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,2.282,671.7,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,2.252,402.9,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,4925.0,28040.0,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,1259.0,10790.0,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,3290.0,13310.0,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,289.0,4704.0,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,1.733,1715.0,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,5.491,1507.0,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,51.46,1857.0,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,2.23,348.4,0.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,1.512,9387.0,250.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,.608,7514.0,200.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,4.746,6379.0,150.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,3.147,698.0,100.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,12.88,575.2,50.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,2.191,342.6,0.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,25.29,4032.0,100.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,2449.0,24040.0,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',16-JUN-1994,18643.0,19660.0,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,2.129,387.1,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,6542.0,19970.0,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,5217.0,36430.0,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,11800.0,1685.0,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,2540.0,967.8,50.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,1.523,-999.0,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,1.514,-999.0,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,1.564,-999.0,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,2.497,-999.0,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,1.66,-999.0,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,2.096,-999.0,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,6356.0,23670.0,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,6744.0,24930.0,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,35.39,30570.0,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,68.95,25010.0,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,93.21,10520.0,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,2.083,368.1,0.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,.411,-999.0,250.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,.345,-999.0,200.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,.801,-999.0,150.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,2.031,-999.0,100.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,1.944,-999.0,50.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,2.062,-999.0,0.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',21-JUN-1994,9435.0,936.2,100.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,1.967,482.8,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,2507.0,26410.0,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,103.3,7471.0,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,2.082,542.9,0.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,.358,7177.0,250.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,3.009,1067.0,200.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,2.06,1075.0,150.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,2.112,1065.0,100.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,2.932,994.9,50.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,1.511,1348.0,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,2.323,1186.0,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,1.682,1080.0,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,1.962,991.3,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,3.647,959.1,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,2.054,467.4,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,175.7,48720.0,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,353.8,54320.0,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,1031.0,56670.0,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,13661.0,13220.0,100.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,3063.0,39110.0,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,975.8,34130.0,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,1.987,492.1,0.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,10333.0,33730.0,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',30-JUN-1994,6943.0,6696.0,50.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,2.001,373.5,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,129.1,6149.0,50.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,1959.0,4227.0,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,1.996,363.7,0.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,7.439,10520.0,250.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,13.86,11470.0,200.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,14.81,2924.0,150.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,38.8,1124.0,100.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,100.2,1139.0,50.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,1.945,370.5,0.0,'SphagnumMoss','M-BP-ms21','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,2.855,681.3,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,6.79,1014.0,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,7.226,1111.0,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,8.143,1093.0,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,12.27,1038.0,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,1.988,366.0,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,11338.0,20030.0,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,10981.0,29690.0,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,12288.0,36520.0,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,1957.0,14320.0,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,7145.0,23050.0,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,3721.0,27860.0,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,1711.0,9679.0,100.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',08-JUL-1994,6781.0,23120.0,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,2.32,414.5,0.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,7591.0,36690.0,150.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,9326.0,46080.0,250.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,4538.0,40690.0,200.0,'Mire','M-BP-mc25','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,2.233,984.7,150.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,5.041,1421.0,100.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,39.25,1901.0,50.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,2.236,445.6,0.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,9577.0,31020.0,250.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,12285.0,29720.0,200.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,10728.0,23190.0,150.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,8355.0,11600.0,100.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,1.522,1216.0,250.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,1.712,1123.0,200.0,'Lichen','M-BP-ul17','PRE',10-JAN-1997"
"'NSA-BVP-FLXTR','TGB01-SPR01',14-JUL-1994,2129.0,9269.0,50.0,'Pond','M-BP-p29','PRE',10-JAN-1997"
